timestamp,temperature_c,humidity_percent,pressure_pa,gas_ppm,radiation_uSv_h,battery_voltage_v,solar_current_ma,cpu_temp_c,vibration_mms,satellite_mode,region,fault_flag,battery_voltage_next,altitude_m,magnetic_field_uT,solar_panel_temp_c,gyro_stability_index
2025-01-01 00:13:31,16.53,25.55,101596.92,331.25,,7.316,210.99,44.31,1.304,ACTIVE,AMERICA,NO,7.723,399951.24259094236,40.51748792046403,35.064003111749756,0.0
,21.52,28.85,101854.9,332.79,0.1641,7.494,317.13,53.12,,IDLE,AFRICA,NO,,399906.96167160466,38.80912154789147,42.53615646216079,0.3684549783067602
2025-01-01 00:13:33,16.98,47.27,101488.21,270.76,0.1759,,414.95,46.21,0.01,ACTIVE,ASIA,NO,7.935,399778.83953793446,37.95736899164447,24.99661087949327,0.4639512636938282
2025-01-01 00:13:34,16.23,46.96,100888.76,425.09,0.1977,7.095,349.24,57.56,3.079,ACTIVE,EUROPE,,7.812,400357.2896079025,51.19441924037558,41.03678597771958,0.5207585877152661
2025-01-01 00:13:35,,21.57,100994.49,438.45,0.1359,,297.23,39.24,2.662,ACTIVE,ASIA,NO,7.883,399702.68514429766,44.27250547097045,25.262278238222457,0.1200256904132837
,17.59,22.68,101635.29,313.3,0.0812,7.798,470.71,36.72,,IDLE,AFRICA,,8.714,399765.249298446,46.93499853871943,31.090801284002758,0.7323953250303745
2025-01-01 00:13:37,21.46,21.52,101685.04,312.29,0.1771,6.754,,39.77,,SAFE,AMERICA,NO,7.374,399661.55221911607,47.04728141087095,,0.2933795464874882
2025-01-01 00:13:38,,38.46,101395.48,223.92,0.2871,6.605,298.66,50.07,3.006,SAFE,ASIA,NO,,400320.27777790383,,27.071949037622364,0.615174803425674
2025-01-01 00:13:39,13.16,26.81,101389.9,380.52,,7.921,366.95,50.4,,IDLE,AMERICA,NO,8.634,,48.659324458754796,22.86343695514127,0.4350534530718855
,17.11,31.92,101350.06,515.35,0.1411,6.941,506.84,34.7,3.27,ACTIVE,AFRICA,NO,7.933,400134.5839143673,51.74503940743794,21.873768780387746,0.5835176257402782
2025-01-01 00:13:41,28.63,45.98,101459.55,515.43,0.123,7.278,331.46,38.22,0.102,,ASIA,NO,7.902,,45.67403106184817,,0.19156965020656685
,13.03,29.92,101682.98,278.1,0.3189,,243.74,47.31,2.865,,EUROPE,YES,7.444,400112.5863942161,,34.71528200060361,0.383290203530552
,,35.65,101640.08,588.94,0.0827,7.309,415.5,54.96,2.06,SAFE,EUROPE,NO,8.103,400029.61052622285,51.028081851879286,37.05057176262072,0.7591423778629105
2025-01-01 00:13:44,,34.16,101336.79,306.54,0.1388,7.359,310.19,39.38,2.576,ACTIVE,AMERICA,NO,7.954,400041.0284003894,37.81172786657087,5.199540446409259,0.3895891630762169
2025-01-01 00:13:45,20.17,,101300.48,228.09,0.1245,7.883,,,2.481,IDLE,ASIA,YES,8.672,400257.7738279662,48.305623778329824,20.909653850180327,0.2145588133186922
2025-01-01 00:13:46,20.19,38.47,101281.35,186.58,0.0622,7.616,104.15,53.03,2.397,SAFE,AFRICA,NO,7.806,400007.2072690961,45.75640153987307,7.642577621341022,0.5381285908885436
2025-01-01 00:13:47,19.29,23.2,100934.83,220.85,0.0584,7.015,354.42,31.01,3.976,,AFRICA,NO,7.75,399871.2544745804,48.23471781545467,26.891198983444582,0.48639312740527335
2025-01-01 00:13:48,27.29,40.72,100928.49,390.05,0.1898,6.828,320.17,49.32,3.503,SAFE,AFRICA,,7.452,400253.7065600313,39.62303686782228,12.036132541849394,
,3.96,,101596.98,319.1,0.1996,7.55,234.85,27.65,2.498,ACTIVE,AMERICA,NO,8.03,400100.6930410906,,12.623658310291388,0.6565531682893655
,22.38,26.18,100968.57,274.16,,7.244,,44.04,2.205,ACTIVE,AFRICA,NO,7.622,399563.2073585394,43.50805228934304,21.77999662336243,0.3774084144372721
2025-01-01 00:13:51,29.37,21.29,,248.31,0.2486,7.183,316.39,42.17,3.227,IDLE,AFRICA,NO,7.812,399909.401933911,42.290206565939194,9.774222415333064,0.3361534209442849
2025-01-01 00:13:52,13.23,22.61,101299.33,219.67,0.0,7.755,221.67,38.74,3.285,IDLE,EUROPE,NO,8.168,,52.7567156595128,30.631216991163207,0.6302625072378206
2025-01-01 00:13:53,17.72,26.59,101734.8,243.22,0.0619,6.873,0.0,56.52,2.134,IDLE,AFRICA,NO,6.829,,50.13609751401784,26.993988916351633,0.3730178043371335
2025-01-01 00:13:54,15.48,10.55,101643.48,471.85,0.0923,7.29,208.97,44.33,2.095,ACTIVE,AMERICA,NO,7.699,400013.06054952723,,17.68950687549915,0.33644842141306297
2025-01-01 00:13:55,14.63,28.13,101746.46,566.4,0.1494,7.589,203.77,43.65,1.279,IDLE,AMERICA,NO,8.007,399856.37816571957,46.45189746804274,29.661952662709904,1.0
2025-01-01 00:13:56,18.04,25.94,101086.82,573.82,0.1184,7.046,353.51,42.95,2.298,ACTIVE,EUROPE,,7.718,399786.8188089596,,20.744908876643464,0.6807708380573014
2025-01-01 00:13:57,28.56,36.32,101529.45,432.45,0.1359,7.789,,38.86,2.224,,AFRICA,NO,8.195,400006.94503476896,41.25161777706425,25.80353239625219,
2025-01-01 00:13:58,31.02,33.38,101693.94,290.93,0.184,7.097,349.92,,2.834,SAFE,EUROPE,NO,7.733,400197.93921252206,47.70719391659948,51.09655381710755,0.4962780648262804
2025-01-01 00:13:59,17.98,,100549.34,269.86,0.252,,235.62,41.99,3.496,ACTIVE,AFRICA,NO,7.811,,,22.463800361888698,0.3705817934550463
2025-01-01 00:14:00,31.43,26.33,102175.85,440.74,0.2062,,443.9,59.84,3.036,IDLE,AFRICA,NO,8.108,399730.2297778184,50.548694040124275,,0.25854743389362034
2025-01-01 00:14:01,20.21,28.12,102457.98,320.44,0.1539,6.578,394.96,38.4,2.891,SAFE,EUROPE,NO,7.343,400041.69639072544,51.24896423055717,32.44795308355981,0.46237311978814444
2025-01-01 00:14:02,30.52,41.89,101798.64,399.43,0.1444,,313.99,45.15,1.866,IDLE,AMERICA,NO,7.871,399918.898196132,50.31793482180809,53.77905726152125,0.10888752870650409
2025-01-01 00:14:03,19.44,23.42,101727.94,581.65,0.2271,7.638,367.27,41.17,1.722,IDLE,,NO,8.368,399979.25495364907,48.10530798976588,18.786701038364164,0.0733630968633413
2025-01-01 00:14:04,,24.24,101619.38,376.02,0.2819,7.09,418.97,38.57,2.646,,AMERICA,NO,7.89,399851.9250236943,40.63451641304728,21.058974194857168,0.40497083644002446
2025-01-01 00:14:05,22.19,20.97,101163.28,623.34,0.1947,7.212,357.34,43.49,2.513,IDLE,AFRICA,NO,7.921,399709.2164712205,40.419674738270025,30.556400814287404,0.4399236930923196
2025-01-01 00:14:06,39.07,18.14,,214.78,0.1157,7.245,366.94,58.32,2.608,IDLE,AFRICA,NO,7.968,400076.24963650596,51.577408961087656,20.418134367382706,0.43969342148165946
2025-01-01 00:14:07,25.11,32.46,101807.2,403.69,,7.561,97.12,55.3,1.261,IDLE,AFRICA,NO,7.726,399925.3408714557,46.94967941325614,,0.616998210997858
2025-01-01 00:14:08,15.76,31.62,100838.39,,0.1906,7.292,287.8,45.2,1.256,IDLE,ASIA,NO,7.878,400159.7905816255,,44.53005856229041,0.3656893768340658
2025-01-01 00:14:09,25.81,40.26,100794.64,231.91,0.1111,7.407,256.57,34.07,1.631,IDLE,EUROPE,NO,7.875,400023.54816527857,51.35854584338746,22.488922251015854,0.6103671675076673
2025-01-01 00:14:10,17.83,38.33,101126.34,446.2,0.2106,7.411,476.1,47.58,2.614,IDLE,AFRICA,NO,8.336,400328.8075886053,55.28203130548593,20.47668607822346,0.5066567106096974
2025-01-01 00:14:11,17.06,49.18,101653.13,533.7,0.1685,7.243,,40.77,2.039,IDLE,ASIA,NO,7.859,400256.9337725679,40.999340178181825,,0.43956372607152683
2025-01-01 00:14:12,25.45,29.41,100892.03,614.32,0.2315,7.907,269.03,37.28,3.264,SAFE,AFRICA,NO,8.448,400407.85983106797,51.39672884830262,20.29797902798883,0.26119470443348586
2025-01-01 00:14:13,20.19,27.92,101212.29,399.35,0.0816,7.092,,50.11,1.222,ACTIVE,ASIA,NO,7.902,399823.98417867185,36.83632391914631,28.072754494839803,0.932002024624693
2025-01-01 00:14:14,21.67,19.6,101271.66,121.99,0.0281,7.611,167.72,34.75,1.233,IDLE,AFRICA,NO,7.919,400259.44877970504,43.47300164074389,5.942520208938404,0.8267580223845516
2025-01-01 00:14:15,20.08,35.57,100819.07,407.24,0.1225,7.783,,,1.854,SAFE,,YES,8.448,400027.33269767294,39.09424389013195,31.543886732562825,0.43911228645405864
2025-01-01 00:14:16,22.02,30.95,100105.12,439.04,0.1517,7.359,112.83,48.57,1.585,IDLE,ASIA,NO,7.525,400118.7647005999,47.62921484256955,27.547121307773875,0.728964007940211
2025-01-01 00:14:17,22.55,35.21,100811.74,321.78,0.0239,7.418,263.57,50.27,1.37,IDLE,ASIA,NO,7.926,,53.950032988512824,10.165203704881476,0.6137793140015005
2025-01-01 00:14:18,8.38,20.89,101455.44,375.81,0.1074,7.559,,,2.081,ACTIVE,AMERICA,NO,8.14,400037.6437517588,41.46396718453695,24.58685404573135,0.6959007999432524
2025-01-01 00:14:19,24.0,32.81,101568.07,291.99,,7.289,524.85,58.38,2.109,IDLE,AFRICA,NO,8.299,399928.8257820712,36.486783926810226,34.54134865175588,0.3732606861502141
2025-01-01 00:14:20,14.11,31.64,101572.18,333.96,0.1873,6.831,332.13,47.13,1.004,SAFE,,NO,,400260.45459273696,40.131659652548876,19.491504536787048,0.7740209986852902
,11.35,31.11,101629.79,472.1,0.1597,7.325,243.14,44.78,1.536,IDLE,AFRICA,NO,7.793,399845.828812734,38.99076590206616,19.79092126215825,0.20676871328064694
,19.65,24.53,101011.8,516.68,0.0761,7.894,333.98,34.18,2.584,IDLE,ASIA,NO,8.518,400009.63518759,32.48110626982983,36.648300134592894,0.09405133269718169
2025-01-01 00:14:23,20.5,39.51,100904.7,197.51,0.2375,7.571,522.88,38.19,1.792,SAFE,ASIA,,8.6,400143.82273141545,47.600423097000885,24.315035349681164,0.44577845215241074
2025-01-01 00:14:24,15.84,,101512.53,288.64,0.1208,7.423,103.45,41.91,1.35,SAFE,AFRICA,NO,7.585,399936.5924721515,46.75796078086428,31.85915192077342,0.37733408800703716
2025-01-01 00:14:25,24.99,21.12,101219.12,159.39,0.1566,7.627,,44.54,1.719,SAFE,ASIA,NO,8.481,,42.05540024717673,37.442274092967764,0.6222234676135074
2025-01-01 00:14:26,,35.76,101778.54,570.6,0.1785,7.357,395.52,47.51,,IDLE,AMERICA,NO,8.118,399936.4323337556,47.372554605108476,,0.16144665588837914
2025-01-01 00:14:27,17.56,6.98,101515.69,,0.162,7.409,336.0,41.94,3.429,IDLE,ASIA,NO,8.094,399967.95343115384,48.29574660694059,16.982049867838,0.5343989026230581
2025-01-01 00:14:28,16.49,35.35,101966.91,109.88,0.2544,7.271,312.73,56.34,2.713,ACTIVE,ASIA,NO,7.89,400254.53915955685,52.881483571120874,28.582159266841472,0.3705433377662001
2025-01-01 00:14:29,19.72,15.04,101092.23,342.26,0.1903,7.543,522.45,41.73,3.968,IDLE,AFRICA,NO,8.602,399909.7258213609,46.53116735933564,16.9458005284185,0.8029146134656266
2025-01-01 00:14:30,21.67,25.8,101858.77,315.98,0.1737,7.239,436.21,46.31,2.081,SAFE,EUROPE,NO,8.081,400213.9474728727,39.82574844185868,24.925986179472144,
2025-01-01 00:14:31,13.95,19.5,102342.34,259.29,0.1439,7.305,225.48,53.85,1.722,IDLE,ASIA,,7.729,400141.6796243636,48.72512744823764,28.5056680807876,
2025-01-01 00:14:32,24.35,28.28,101351.87,474.35,0.1802,7.664,352.68,40.37,1.312,ACTIVE,AMERICA,NO,8.358,400411.80294698133,,,0.7342098799911427
2025-01-01 00:14:33,20.38,36.71,101574.65,471.61,0.1353,,499.43,33.82,2.367,SAFE,EUROPE,NO,8.329,399896.45383323217,46.73941118112421,21.816293544381182,0.48118181192605813
2025-01-01 00:14:34,8.65,15.14,100859.74,382.33,0.1633,7.57,414.55,41.44,1.642,IDLE,AFRICA,,8.404,399946.26359791233,53.273848240429984,42.74901005627231,0.6022891105341961
2025-01-01 00:14:35,8.25,,101772.03,273.0,0.1261,7.594,381.48,52.06,1.232,SAFE,EUROPE,NO,8.35,400062.4122728733,46.22246848015998,51.10130557564571,0.6625803977499641
2025-01-01 00:14:36,19.93,25.89,101889.53,274.01,0.115,7.377,,45.31,3.059,SAFE,AMERICA,NO,7.764,399948.01620749483,48.63342807894997,16.805957644441484,0.4885522795147269
2025-01-01 00:14:37,18.67,42.65,101077.77,355.27,0.0859,7.295,627.6,50.17,2.031,IDLE,ASIA,NO,8.524,400095.63167010003,37.50943894895134,51.81036894908313,0.6824766876167558
2025-01-01 00:14:38,19.38,33.45,101618.08,295.14,0.131,7.004,436.57,34.26,2.21,IDLE,AFRICA,NO,7.879,400039.78571831016,51.75782769134121,19.27359654171957,0.4055669215116183
2025-01-01 00:14:39,19.83,20.58,101465.24,349.3,0.1264,7.071,564.02,31.85,2.176,SAFE,ASIA,NO,8.177,399767.58934915264,31.594997025058355,10.171841354364965,0.685662353862013
2025-01-01 00:14:40,21.35,26.23,101520.39,,0.2781,7.583,386.15,49.4,2.33,SAFE,ASIA,YES,8.383,399852.51324865123,53.715858253433716,25.887067581135522,0.413970291646767
2025-01-01 00:14:41,,42.45,101731.01,165.98,0.2194,7.577,347.81,47.56,0.601,SAFE,ASIA,NO,,400350.77834030404,55.44619599772038,,0.44510709597568976
2025-01-01 00:14:42,13.33,35.71,101584.45,,0.1406,7.103,272.67,37.45,1.079,ACTIVE,AFRICA,NO,7.636,399922.9409412208,43.58019674675579,19.46940529436253,0.6650052713735433
2025-01-01 00:14:43,12.97,22.65,101255.51,345.96,0.1204,,467.03,35.6,3.474,SAFE,AMERICA,NO,8.454,400091.3284789607,42.73834089359561,22.578007068516172,0.24842329625852333
2025-01-01 00:14:44,13.44,27.86,,537.84,0.1931,,529.71,43.45,1.963,SAFE,EUROPE,NO,,399881.724253446,44.33325014313974,32.324607045886914,0.77424066300576
2025-01-01 00:14:45,21.73,28.12,101880.93,451.44,0.286,7.681,474.96,44.41,2.33,ACTIVE,AMERICA,NO,8.634,399855.55408663745,50.877547978804785,7.820941167006563,0.4518371676289402
2025-01-01 00:14:46,27.47,25.7,101047.9,349.57,0.2058,8.05,620.68,35.02,2.638,,ASIA,NO,9.0,,37.16409190123298,23.838517379081683,0.6007115601307493
2025-01-01 00:14:47,17.41,16.32,101324.1,398.28,0.0296,7.572,365.73,44.22,1.7,SAFE,AFRICA,NO,8.308,400058.3783435397,43.97067290101814,12.83466765135068,0.5063398552688634
2025-01-01 00:14:48,4.99,24.58,100440.65,337.82,0.2104,7.193,275.49,33.17,1.144,SAFE,ASIA,NO,7.698,399820.61385615816,46.7350386748056,20.08614414480811,0.613008545413693
2025-01-01 00:14:49,9.78,41.11,101616.8,479.27,0.2228,7.623,,39.68,0.907,,ASIA,NO,8.358,400046.86597941205,53.0098793821445,41.07123856115129,0.40766885915982143
2025-01-01 00:14:50,15.0,26.95,101936.56,402.05,0.3039,7.087,,34.26,1.193,ACTIVE,ASIA,NO,7.951,400085.7609943183,40.08759293052556,28.045274740121354,
2025-01-01 00:14:51,16.65,,101196.35,503.46,0.1326,8.066,318.47,43.91,1.449,ACTIVE,AFRICA,,8.677,400346.6863239507,47.98921479515201,48.66639040703728,0.41770075838807297
2025-01-01 00:14:52,17.55,31.12,101391.72,,,7.032,344.79,39.66,1.391,SAFE,AFRICA,YES,7.721,399599.12888924486,46.37158978161755,19.697283989560834,1.0
2025-01-01 00:14:53,20.23,47.75,101214.9,253.26,,7.532,375.66,55.58,0.969,ACTIVE,AMERICA,,8.282,400224.0601208766,,,0.35066496736667474
2025-01-01 00:14:54,18.13,30.07,101133.05,382.95,0.0965,7.401,409.23,47.22,2.737,ACTIVE,EUROPE,NO,,399929.3577989316,49.744216963223906,,0.6743611303535921
2025-01-01 00:14:55,26.3,38.75,101441.09,409.22,0.0902,7.276,366.18,34.28,3.179,SAFE,AMERICA,YES,7.984,400396.82521273673,,7.992508027563435,
2025-01-01 00:14:56,15.94,25.21,100932.88,638.04,0.178,7.257,375.31,52.07,1.252,ACTIVE,EUROPE,NO,7.958,400334.153759838,60.38436829626309,18.985870252999675,
2025-01-01 00:14:57,14.83,27.92,101207.36,133.07,0.042,7.809,426.31,43.2,0.631,IDLE,AFRICA,NO,8.654,400370.36087176116,52.604274518321965,39.23338536983256,0.6248463027710182
2025-01-01 00:14:58,22.87,30.1,100872.72,346.03,0.0578,,442.24,50.83,2.048,IDLE,AMERICA,,8.438,399923.72313689423,39.55534628034915,29.449081613399066,0.0
2025-01-01 00:14:59,,23.81,101619.54,340.65,0.2071,7.354,290.6,34.43,3.211,SAFE,ASIA,NO,7.885,399752.39630738634,41.468321328453335,17.107331866568916,0.2503250719312201
2025-01-01 00:15:00,22.34,28.37,101444.62,,0.1848,7.92,,49.59,0.936,ACTIVE,AMERICA,YES,8.152,400008.0447057461,48.768756926948136,8.405056834477925,0.2983424469026774
2025-01-01 00:15:01,20.62,37.1,101109.38,557.99,0.2375,7.364,225.41,61.18,0.958,SAFE,EUROPE,NO,7.77,399830.3632696518,42.61788113516289,,
2025-01-01 00:15:02,,23.6,101343.54,455.15,0.1824,7.62,405.33,,0.106,ACTIVE,ASIA,NO,8.368,399993.7055945636,44.333779020580955,33.77941394125513,0.4344580509639486
2025-01-01 00:15:03,29.53,30.0,101214.64,157.52,0.1507,6.998,262.3,40.04,2.207,ACTIVE,AMERICA,,,399743.519906905,53.63965758924891,13.423715209171409,0.16617957067425748
2025-01-01 00:15:04,16.27,35.67,101896.95,534.05,0.2402,7.014,381.87,53.98,1.2,IDLE,ASIA,NO,7.743,399924.6311199457,50.75082519739442,41.520658736527366,0.44984274480321657
2025-01-01 00:15:05,32.36,23.4,101104.49,530.7,0.1204,7.613,343.13,39.31,2.704,IDLE,,NO,8.271,,43.30549468325006,35.05732370735708,0.463483410913667
2025-01-01 00:15:06,18.65,38.76,101642.52,,0.1267,,,48.65,2.58,ACTIVE,EUROPE,NO,8.19,400053.9900706635,,-1.3313972735955986,0.5755821114602144
2025-01-01 00:15:07,12.34,30.58,100972.4,155.87,,8.044,,,3.196,SAFE,,NO,8.798,399792.69498294377,34.77708323341052,29.650485851488114,
2025-01-01 00:15:08,20.42,28.68,101732.12,331.81,0.1815,,492.8,40.16,2.877,SAFE,,NO,8.135,400121.6725552362,47.29738110033785,17.917660004102924,0.4852919360222923
2025-01-01 00:15:09,13.54,13.93,101843.65,406.25,0.1453,7.603,348.0,48.89,0.733,SAFE,EUROPE,NO,8.284,399876.6962756912,34.3329745209354,23.640972686815637,0.5205153887806749
2025-01-01 00:15:10,15.49,,101867.25,469.59,0.046,7.326,224.95,60.84,1.777,SAFE,EUROPE,NO,7.763,400240.1779453007,,25.87026739851597,0.560260916607063
2025-01-01 00:15:11,22.38,32.97,102060.51,137.55,0.1313,,,,2.911,ACTIVE,ASIA,NO,8.435,400197.80268793396,38.97935727464041,22.624948573011675,
2025-01-01 00:15:12,23.33,43.96,101471.22,257.71,0.1478,7.631,435.55,50.5,0.905,IDLE,,NO,8.486,400135.4293576375,50.181888620672254,28.3670326321837,0.5737170264895755
2025-01-01 00:15:13,16.27,34.54,101943.97,481.76,0.158,7.392,79.56,,1.698,,EUROPE,NO,7.551,400352.31156076834,46.70222504777945,12.669112973794213,0.6897335885839246
2025-01-01 00:15:14,,39.01,102137.09,530.21,,7.178,263.32,37.09,2.056,ACTIVE,ASIA,NO,7.691,399964.2573747956,48.04109216981773,33.561603097103244,0.7361270809916648
2025-01-01 00:15:15,26.95,20.33,100763.97,401.66,0.1854,7.298,353.51,51.73,1.96,SAFE,ASIA,YES,8.002,400398.693594919,38.043119067695734,8.947583193866244,0.23525760189679962
2025-01-01 00:15:16,28.62,28.99,101023.38,487.82,0.0373,7.066,292.36,42.32,2.237,,AMERICA,NO,7.611,400102.27214736666,,21.77045045113272,0.5508396066004599
2025-01-01 00:15:17,23.18,39.77,100577.15,404.63,0.1791,7.509,366.14,40.84,1.456,IDLE,EUROPE,NO,8.211,400162.8262098071,45.19809871743277,21.82056969831576,0.6267470389455498
2025-01-01 00:15:18,28.18,22.9,101855.57,465.57,0.2755,6.557,275.11,54.21,1.251,IDLE,AMERICA,NO,7.083,399571.01865965157,38.69211763383168,,0.4085563217101388
2025-01-01 00:15:19,8.72,37.72,100570.73,367.41,0.1075,7.226,462.45,50.09,,IDLE,AMERICA,NO,8.13,399974.3035797195,42.93627004126329,13.856789727114672,0.41392259114114927
2025-01-01 00:15:20,18.09,35.87,100435.08,407.59,0.154,7.671,356.17,38.22,1.857,ACTIVE,AFRICA,NO,8.343,,53.82532096066785,28.328068223097556,0.9762638205806373
2025-01-01 00:15:21,14.8,32.2,100776.3,203.39,0.1327,7.664,134.03,50.89,3.691,SAFE,ASIA,NO,7.88,399776.1528233216,41.34184683654066,32.27095464722317,0.4508570881590989
2025-01-01 00:15:22,,27.37,100455.84,436.66,0.1339,6.916,437.77,37.1,,IDLE,AMERICA,NO,7.758,,46.75568857088476,32.62921378405681,0.7119396897793001
2025-01-01 00:15:23,,22.11,101461.08,199.72,,7.575,445.39,32.07,1.953,IDLE,EUROPE,NO,8.438,400244.9862643107,,22.185135695345707,0.733237621807263
2025-01-01 00:15:24,19.0,44.2,,436.52,0.2894,7.058,345.52,47.31,0.94,IDLE,AFRICA,NO,7.736,400132.899898795,41.61416449316088,30.73925979597916,0.7684694899104126
2025-01-01 00:15:25,31.29,35.05,100479.86,,0.177,7.287,129.28,34.84,2.293,ACTIVE,EUROPE,NO,7.489,400142.2988599429,47.8570363169226,39.21685328862456,0.7788172913835556
2025-01-01 00:15:26,18.98,32.72,,394.4,0.103,7.63,458.23,34.71,1.834,IDLE,AFRICA,NO,8.578,400422.7145854298,47.42005025780051,17.161176879689318,0.5399881119056117
2025-01-01 00:15:27,22.48,26.7,101333.56,235.66,0.0951,7.107,,36.58,2.42,SAFE,AMERICA,,7.53,400106.07489781466,44.383502854933624,21.4015494788191,0.5180856178136896
2025-01-01 00:15:28,18.61,30.3,100390.11,289.57,0.1543,7.828,306.64,46.04,1.429,SAFE,AFRICA,NO,8.39,400282.78351473063,44.17391346285545,25.623346605688713,0.48802529650676113
2025-01-01 00:15:29,,31.32,100968.15,394.16,0.0,7.477,281.1,51.0,0.529,IDLE,ASIA,NO,7.992,400064.6771044708,40.1354540657423,16.63284599269426,0.5493462883110454
2025-01-01 00:15:30,20.04,33.2,101287.68,440.52,,7.539,177.26,42.35,3.021,IDLE,ASIA,YES,7.873,399881.6973780053,37.00573674929219,40.95618995739309,0.5001308725958835
2025-01-01 00:15:31,22.69,35.87,101146.59,481.25,0.114,7.723,350.74,35.05,,ACTIVE,EUROPE,NO,8.391,400006.37967639725,49.2763629526032,22.49818808117688,0.46794616421949314
2025-01-01 00:15:32,26.99,23.74,101160.26,211.99,0.1772,7.667,374.33,35.67,2.754,IDLE,ASIA,NO,8.397,400140.1663016671,41.65929862487427,22.8258190824675,0.22158522882692183
2025-01-01 00:15:33,29.88,18.27,101914.64,169.86,,7.641,363.61,32.25,2.711,IDLE,AMERICA,NO,8.347,399689.1883283845,47.35739020868594,14.909577708713364,0.6440404478838987
2025-01-01 00:15:34,21.86,30.67,102398.27,232.96,0.2176,7.203,324.88,50.41,2.08,ACTIVE,ASIA,NO,7.834,400054.5237496074,46.662844952139295,29.606193055931097,
2025-01-01 00:15:35,23.54,16.02,101168.35,222.13,0.1845,7.067,260.6,37.45,2.489,IDLE,AMERICA,NO,7.57,400101.65152137075,45.557751798047065,32.39520268301307,0.5397150758636459
2025-01-01 00:15:36,13.09,27.41,100664.06,538.02,0.202,7.315,526.29,,1.275,ACTIVE,AMERICA,NO,8.357,399859.3872654401,55.045083191975415,12.885730705079705,0.4005142169509033
2025-01-01 00:15:37,19.47,25.93,101207.71,510.82,0.2213,,372.24,30.2,1.666,ACTIVE,AFRICA,NO,8.307,399735.1160707652,38.38499646012782,31.43300368676652,0.27823893979850123
2025-01-01 00:15:38,25.64,33.93,101422.15,,0.1269,7.014,237.74,54.81,2.908,ACTIVE,EUROPE,NO,7.46,400110.954825497,43.72195697309423,33.34922106340498,0.33494450850090585
2025-01-01 00:15:39,25.2,45.86,101298.36,555.24,,7.575,,44.54,3.624,,AFRICA,NO,8.341,400025.11681543535,44.826522338015344,,0.708434455694695
2025-01-01 00:15:40,21.27,14.44,101630.35,503.66,0.1747,7.512,393.73,32.09,2.263,SAFE,EUROPE,NO,8.305,400241.146821209,47.70781890011665,15.913570217724637,0.20796111003937345
2025-01-01 00:15:41,,48.19,102430.95,154.45,,7.345,423.84,39.8,0.0,IDLE,AFRICA,NO,8.185,,44.41077544329831,21.834819642525673,0.4732928410169511
2025-01-01 00:15:42,22.94,28.14,100468.44,226.37,,7.418,346.13,46.09,2.284,SAFE,EUROPE,NO,8.09,,41.20132091885445,8.964477453007923,0.6183641713717699
2025-01-01 00:15:43,27.2,32.78,101071.46,150.89,0.1355,7.42,275.28,37.55,3.135,SAFE,ASIA,NO,7.958,400006.6191884349,37.905652852808224,11.050697656868051,0.4124944027544548
2025-01-01 00:15:44,21.74,18.68,102095.57,339.61,0.1781,7.532,185.67,47.54,1.757,IDLE,AFRICA,NO,7.873,,43.409642067982645,33.21996509739059,0.3789557790733403
2025-01-01 00:15:45,17.87,37.97,101063.98,352.09,0.1567,7.624,286.36,54.86,,IDLE,ASIA,YES,8.201,399736.95622372767,38.9398595095721,39.31051743328045,0.42313176015642584
2025-01-01 00:15:46,22.02,30.33,101719.75,,0.2779,8.261,151.24,51.94,,ACTIVE,EUROPE,NO,8.561,399680.31292515737,48.902860146159,21.459660121642315,0.3629422338163514
2025-01-01 00:15:47,2.42,29.51,101640.45,106.79,,7.451,386.1,44.43,,SAFE,,NO,8.21,400136.4599537358,38.03570282931629,30.728112427833654,0.23411325749774842
2025-01-01 00:15:48,22.3,14.5,101943.44,178.73,0.1976,7.207,157.26,56.05,1.711,ACTIVE,ASIA,NO,7.492,400223.5143858732,46.08019399817334,19.039748553971627,0.4749169890145538
,-1.89,30.59,102281.67,381.22,0.0712,6.828,307.35,46.18,0.664,SAFE,EUROPE,YES,7.389,399952.16526129487,52.69141109938892,24.058860094822585,0.11797787310819352
2025-01-01 00:15:50,9.66,36.77,101491.54,424.67,0.3028,6.978,,43.6,0.68,SAFE,,NO,7.85,400076.6484073561,51.093109011317466,29.130373891072193,0.46934419544903516
2025-01-01 00:15:51,22.71,28.11,100452.09,107.62,0.0664,7.173,320.95,43.81,2.669,IDLE,AFRICA,NO,7.799,399812.78209748794,46.409849846070365,30.106759025149547,0.6729789459285257
2025-01-01 00:15:52,22.87,39.39,100974.8,196.26,0.2952,7.607,342.91,45.31,1.011,SAFE,AFRICA,NO,,399889.1513524549,44.22595321187165,20.59671127538756,0.4961187578568678
2025-01-01 00:15:53,13.03,39.06,,472.69,0.1405,7.282,403.22,48.09,3.415,ACTIVE,EUROPE,NO,8.04,400093.134595223,49.274485440211386,33.16087068359234,
2025-01-01 00:15:54,15.73,24.87,100617.9,203.08,,7.522,411.6,37.45,3.595,SAFE,AMERICA,NO,8.327,400039.0653148159,53.50443576829615,12.99046818049395,0.5035563480440925
2025-01-01 00:15:55,28.22,42.76,101573.4,348.24,0.2446,7.18,474.55,53.67,,IDLE,ASIA,NO,8.103,400078.29890510516,40.12508660405397,39.78855442825933,0.4290446233608368
